PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,Offensive_Rating,Defensive_Rating,Scaled_Offensive_Rating,Scaled_Defensive_Rating
1629652,123,Luguentz Dort,1610612760,OKC,79,28.4,3.6,8.3,0.438,2.0,5.0,0.394,1.6,2.0,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,10.9,11.5,2.030886075949367,0.09341772151898735,1.6848797968757567,2.4772701077339265
1630183,127,Jaden McDaniels,1610612750,MIN,72,29.2,4.3,8.7,0.489,1.2,3.5,0.337,0.8,1.1,0.722,0.8,2.3,3.1,1.4,0.9,0.6,1.2,10.5,10.5,1.5830555555555557,0.08374999999999999,1.1230348352404054,2.1665773968934117
202692,130,Alec Burks,1610612752,NYK,66,18.4,3.2,8.6,0.369,1.9,5.0,0.376,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,10.4,8.2,2.716969696969697,0.06227272727272728,2.5456353911836995,1.4763597409553488
1630167,132,Obi Toppin,1610612754,IND,82,21.1,4.0,7.1,0.573,1.2,3.1,0.403,0.9,1.2,0.77,1.0,2.9,3.9,1.6,0.6,0.5,0.8,10.3,12.7,1.5469512195121948,0.09024390243902439,1.0777385939719146,2.3752727082707357
204456,133,T.J. McConnell,1610612754,IND,71,18.2,4.6,8.4,0.556,0.3,0.6,0.409,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1.0,0.1,1.5,10.2,14.1,1.6161971830985915,0.060985915492957746,1.1646140836558008,1.4350053184667728
202704,135,Reggie Jackson,1610612743,DEN,82,22.2,4.0,9.2,0.431,1.2,3.5,0.359,1.0,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,10.2,9.7,1.4451219512195121,0.031219512195121948,0.9499843237025565,0.47839889218388665
203484,136,Kentavious Caldwell-Pope,1610612743,DEN,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.3,1.5,0.894,0.4,2.0,2.4,2.4,1.3,0.6,1.0,10.1,11.4,1.8021052631578944,0.0780263157894737,1.3978530286405437,1.982634679897387
1630188,140,Jalen Smith,1610612754,IND,61,17.2,3.8,6.5,0.592,1.0,2.4,0.424,1.2,1.7,0.692,1.8,3.7,5.5,1.0,0.3,0.6,0.7,9.9,13.4,2.5109836065573763,0.15868852459016394,2.287206718293441,4.574885632249511
1630202,144,Payton Pritchard,1610612738,BOS,82,22.3,3.6,7.7,0.468,1.8,4.7,0.385,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,9.6,11.8,1.1795121951219512,0.06804878048780488,0.6167522271197274,1.661985446849648
1628404,146,Josh Hart,1610612752,NYK,81,33.4,3.6,8.4,0.434,1.0,3.2,0.31,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,9.4,16.5,1.5666666666666667,0.1832098765432099,1.1024734526867408,5.36293122259914
1630171,147,Isaac Okoro,1610612739,CLE,69,27.3,3.4,7.0,0.49,1.2,3.1,0.391,1.3,2.0,0.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,9.4,10.6,2.338695652173913,0.0855072463768116,2.0710554853768297,2.223050231713281
1627777,148,Georges Niang,1610612739,CLE,82,22.3,3.5,7.7,0.449,1.8,4.8,0.376,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,9.4,9.3,1.1132926829268293,0.07451219512195122,0.5336737016631268,1.8697009680327117
1629614,150,Andrew Nembhard,1610612754,IND,68,25.0,3.8,7.7,0.498,0.9,2.5,0.357,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,9.2,10.9,1.4844117647058823,0.040882352941176474,0.9992770421432241,0.7889347490469139
1630573,154,Sam Hauser,1610612738,BOS,79,22.0,3.2,7.1,0.446,2.5,5.9,0.424,0.2,0.2,0.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,9.0,10.0,0.8722784810126584,0.08974683544303798,0.23129901110169832,2.3592984073820453
201143,159,Al Horford,1610612738,BOS,65,26.8,3.3,6.4,0.511,1.7,4.0,0.419,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,8.6,15.2,1.3643076923076924,0.20230769230769233,0.8485953336043102,5.976679988463599
1627884,160,Derrick Jones Jr.,1610612742,DAL,76,23.5,3.1,6.5,0.483,1.1,3.1,0.343,1.3,1.8,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,8.6,9.6,1.9232894736842108,0.085,1.549889870734501,2.2067487948580613
1630540,165,Miles McBride,1610612752,NYK,68,19.5,3.0,6.7,0.452,1.6,3.9,0.41,0.6,0.7,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,8.3,8.0,1.374264705882353,0.04602941176470588,0.8610873314809585,0.9543463877248808
1630198,167,Isaiah Joe,1610612760,OKC,78,18.5,2.8,6.2,0.458,1.9,4.5,0.416,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,8.2,8.5,1.1907692307692308,0.06076923076923077,0.6308752233724434,1.4280416958510156
1629638,172,Nickeil Alexander-Walker,1610612750,MIN,82,23.4,2.9,6.6,0.439,1.6,4.1,0.391,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,8.0,9.0,1.1784146341463415,0.0530487804878049,0.6153752349850877,1.1799286712738584
1630241,173,Sam Merrill,1610612739,CLE,61,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.4,0.5,0.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,8.0,7.9,1.3088524590163935,0.0619672131147541,0.7790215953212865,1.466541396296329
1628392,176,Isaiah Hartenstein,1610612752,NYK,75,25.3,3.1,4.9,0.644,0.0,0.0,0.333,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,7.8,17.3,2.292533333333333,0.2064,2.013140570968636,6.108194965184789
1630173,178,Precious Achiuwa,1610612752,NYK,74,21.9,3.2,6.3,0.501,0.4,1.3,0.268,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,7.6,12.2,1.7351351351351352,0.155,1.313832785945665,4.456347080878414
1631128,181,Christian Braun,1610612743,DEN,82,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,7.3,9.2,1.655731707317073,0.08560975609756098,1.214213814427325,2.226344598743256
1630702,183,Jaden Hardy,1610612742,DAL,73,13.5,2.7,6.6,0.407,1.1,3.1,0.362,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,7.3,5.9,1.37972602739726,0.037397260273972596,0.8679390663165454,0.6769339134645718
1630598,188,Aaron Wiggins,1610612760,OKC,78,15.7,2.7,4.8,0.562,0.8,1.6,0.492,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,6.9,8.4,1.4116666666666666,0.05589743589743589,0.9080115634503882,1.2714762473734083
1641717,190,Cason Wallace,1610612760,OKC,82,20.6,2.6,5.4,0.491,1.2,2.9,0.419,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,6.8,8.6,1.0192682926829268,0.06463414634146342,0.4157113754623182,1.5522489450925576
1631212,195,Peyton Watson,1610612743,DEN,80,18.6,2.6,5.6,0.465,0.6,1.9,0.296,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,6.7,8.4,1.4348750000000001,0.09225,0.9371285721344337,2.4397429030530264
203937,200,Kyle Anderson,1610612750,MIN,79,22.6,2.5,5.5,0.46,0.1,0.6,0.229,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,6.4,10.9,1.7005063291139237,0.08645569620253166,1.2703877340689944,2.2535306760320832
1630543,201,Isaiah Jackson,1610612754,IND,60,12.9,2.6,3.9,0.665,0.0,0.1,0.0,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,6.4,10.3,2.1716666666666664,0.13416666666666668,1.8615021171254067,3.786823781467596
203926,211,Doug McDermott,1610612754,IND,64,14.1,1.9,4.4,0.433,1.5,3.6,0.41,0.2,0.3,0.579,0.2,0.8,0.9,1.1,0.3,0.0,0.4,5.5,4.7,1.04265625,0.02578125,0.44505373910913903,0.30362881628280636
1628436,215,Luke Kornet,1610612738,BOS,63,15.6,2.3,3.2,0.7,0.0,0.0,1.0,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,5.3,10.5,2.244920634920635,0.13412698412698415,1.9534060207429977,3.7855484989925277
1629026,222,Kenrich Williams,1610612760,OKC,69,14.9,1.9,4.1,0.468,0.8,2.0,0.397,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,4.7,7.0,0.911304347826087,0.07869565217391304,0.28026058393799264,2.0041452225146132
203200,233,Justin Holiday,1610612743,DEN,58,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,4.0,5.1,0.9662068965517242,0.057931034482758624,0.3491409281255946,1.3368302458304857
1631119,234,Jaylin Williams,1610612760,OKC,69,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,4.0,7.2,1.1230434782608694,0.09956521739130433,0.5459069796128975,2.6748329102722335
203939,237,Dwight Powell,1610612742,DAL,63,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,3.3,7.3,2.0401587301587303,0.09031746031746031,1.696513202396971,2.377636646517203
1630192,238,Zeke Nnaji,1610612743,DEN,58,9.9,1.2,2.6,0.463,0.1,0.4,0.261,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,3.2,4.7,1.6822413793103448,0.07344827586206897,1.2474726589360194,1.835509668839924
